id		sentence		sentiment
477		요즘은 감기걸리면 팔꿈치 수술하나봐?		공포
478		무기인가요????!		공포
479		건방이 하늘을 찌르더리ㅣ		공포
480		우리 고유의 누룽지가 그럼 개쓜애기였단 말이더냐..ㅜㅜ		공포
481		NC도 롯데랑 같은 경남지역인데 왜 롯데랑 동선차이가 이렇게 많이남?		공포
482		강훈련를 소화 못할 몸을 만들었다던 코끼리 할배가 우승만 10번을 했다		공포
483		애플 광고하는것도아니고 사과마크좀 가리시지...		공포
484		당했네 함정취재		공포
485		거의 매주 제작진 방송에 나오고 멤버들이랑 투닥거려서 진짜 우애 쩔고 친한줄 알았네		공포
486		뉴스 내용이 중간어 잘린거같은 기분 나만 그런가? 한국이 8위인데 그다음 내용이 나와야하지 않나?		공포
487		왜 국립경찰뱡원에 장례식장이 마련되었나????		공포
488		정유라가 못생겼냐 박나래가 못생겼냐?		공포
489		뭐가 말도 안된다는 거야? ㅋㅋㅋㅋㅋ		공포
490		미국판 두테르테인 트럼프가 당선 되는건가		공포
491		사람사는데 맞나..		공포
492		이런 붉은 기사는 처음본다		공포
493		나르샤 맞아?...		공포
494		저거 프레디처럽 막 죽이는거 아닌가 싶다 ㅋㅋㅋㅋ		공포
495		유연석과 잘 되다가 알고보니 서현진이 원수같은 원장의 딸?		공포
496		와 원빈이랑 영화 찍던게 엊그제 같은데 언제 결혼했대냐;;;		공포
497		난또 서울대병원 기사인줄알았네!!!		공포
498		교체티노 일부로그러는거냐 정답나왓는데 자꾸 오답찍어대		공포
499		조선족이 박근혜 하야하라 시위하는 격이네		공포
500		호감순 정리가 안되네;		공포
501		너그들이 프로 맞냐?		공포
502		왜 우리동네 마트는 12,000원인가?		공포
503		갑자기 좃문가들이 왜케 많아졌지? ㅋㅋㅋㅋㅋ		공포
504		수비력 패스력 부터 안좋았는데 ;;		공포
505		타고투저 시대에 선발 방어율이 4.53이면 괜찮타고 본다 6이닝3실점하면 방어율이 4.50 나오는데 이정도면 계산서는정도잖아?		공포
506		박사모는 경찰추정인원이 안나와 신기하게 ㅋ 1000명정도 나왔을꺼같은데 ㅋ		공포
507		로즌솔은 또 누군데? 마데카솔은 아는데		공포
508		삼억도 모자른 판에 삼백?????		공포
509		진짜 일본갈껀아니었잖아		공포
510		류뚱이 왜 들어감??ㅋㅋㅋ 국뽕 ㄴㄴ ㅋㅋㅋㅋㅋ		공포
511		전라도 이야기아닌가?		공포
512		진짜 배우들 맞나...? 헉...		공포
513		지X과 개소리의 차이냐 머냐?		공포
514		돈 많은 부촌인데 그사람들 돈 모아 만들라고 하는게..		공포
515		송파힘찬병원에 갔더니 판독비로 또 3만원 요구해서 황당했음		공포
516		절 2번 한거야?		공포
517		흠.......성폭행 당한거 같은데..		공포
518		일왕은 신라사람 아님??		공포
519		B1A4도 완전난감할듯...		공포
520		쌀값 보장하라는데 퇴진하라는 이유는?		공포
521		손흥민 저 자세 뭔가 설현 입간판같네;;		공포
522		그래도 재밌어서 신경안쓰이는데..		공포
523		많이 늦었구만, 하는 사람이 있을지 의문		공포
524		명불허전 대륙.....별일이 다일어 난다...		공포
525		특타해서 9위???		공포
526		저기는 길라임이라 그라고 여기는 또 머냐? 참 ㅎㅎ		공포
527		이정재말투로하자면 이건 잘될관상인가? 망할관상인데		공포
528		받아주는 팀이 있다는게 의외... 이왕가는거 내 생각이 틀렸기를 바람...		공포
529		일부러 잃어버리기 쉽게 만든거 아냐?		공포
530		인터넷 신문 보나 종이 신문보나 인터넷 쪽이 환경이라던가 가성비라던가 더 이득인데....		공포
531		이건 음해가 아닐까요? 말이 안되는 얘기네요		공포
532		그야말로 생뚱맞다		공포
533		어이없네 12년만에 영입한게 이원석이가?		공포
534		Nll대화록에 포기란 말이 없으니 포기가 아니라며?		공포
535		젊은 패기의 우격다짐으로 막 해내려고 하는 느낌?		공포
536		난 노트가 좋던데...		공포
537		코발트블루인줄 알았음		공포
538		이원석이 주전급으로 뭔갈 보여줬느냐?		공포
539		요구하는 자가 그 이유를 명확히 설명해야 발급해 준다...		공포
540		난 잘 뽑은거 같은데....아닌가		공포
541		어제 맞은건 솔까 그냥 플라이볼 같았는데..		공포
542		어짜피 시키는거만 하는거 아님?		공포
543		지금이 유신시대야?		공포
544		게임이 아니고 도박임		공포
545		삼성 설명 듣고 오우 ok! 이게 뭐냐?		공포
546		신종자살인가? 머지		공포
547		참.어이없네요.		공포
548		1900년때 대포 화살 칼짚신 신던..헬조선인들이..일본한테 대드는 이유가?ㅋㅋ		공포
549		lpg도 충전소 별로안많게 느껴지던데..		공포
550		김성근감독 말대로 임창용 추가징계는 아니지		공포
551		시비붙은거일수도 있는데		공포
552		당사자들은 얼마나 더 당황했겠어요		공포
553		별로 안닮았는데;;		공포
554		25살 여자가 미쳤다고 자기 자식도 모자라 남의자을 셋이나 키운다고 얼싸좋다 같이살자 했을까...?		공포
555		용어를 똑바로 사용하세요?		공포
556		그리고 돈많은 테슬라가 뭐가 아쉬워서 발뺌을 하겠어		공포
557		정말 뿌리는 속일수가 없네		공포
558		메이저 전 구단이 당신의 행복을 방해? ㅋ		공포
559		보호자가 왜 필요함~??		공포
560		문재인이는 이런제도를 고칠 생각도 않고 대통령 할려고???		공포
561		몰랐던 사실이다.		공포
562		술파는곳은 아니고요^^;		공포
563		본인이 앞으로 얼마를 해야 하는지 알아야 되니 알려 달라고 하시는데...		공포
564		흔히 군대용여친이라 하죠;		공포
565		어떻게 해야할까요		공포
566		괜히 자꾸 기대하게 되잖아기대하면 안되는데 ..		공포
567		딱 3인데333 3333이렇게 나오기도 쉽지 않겠구만--;;0		공포
568		왜 하나의 폴더만 사라진걸까요..		공포
569		흠그래서 받아줄지 안받아줄지모르겟어요 ㅠㅠ		공포
570		지금 파마중인데 비엄청온다...		공포
571		너무 황당해서요		공포
572		외국 촌놈이라 아무것도 모르겠음..		공포
573		그럼 나 좋냐구하니까 편하다고 하구멀까 이거		공포
574		그 분이 말이 열심히 하면 성과가 나온다던데~~~휴혹시 [프리스퀘어]라고 아시나요??		공포
575		일병 - 여기가 어디지?..		공포
576		얼굴이 완전 빨간 정도로 ;		공포
577		그런데 알바 하다가 돈 주은거 내가 가져도 됨?ㅋㅋㅋ		공포
578		배를왜만지는거에요???ㅠㅠㅠ		공포
579		그런데 어머님이무작정 선자리 잡아놓았네;;;;;;;;;;;;		공포
580		이때는자고 먹고한다는데 우리아가는 퇴원하는그날부터 눈떠있는시간이 더많아요;;		공포
581		미적분은 고딩때 배워보질못해서;;		공포
582		거참. 희한한 사람이 많네요 ㅎㅎㅎ		공포
583		아무리 검색을 해도 이런 경우는 안나와 있어서..		공포
584		비율이 안맞나요?		공포
585		때는묻기싫고 마음이 뭐이래?ㅋ		공포
586		자기도 저 뷰러 어디껀지 ㅇ모른데		공포
587		아 갑자기 이런거 써서 너무 당황스럽네요;		공포
588		아직 어리니까 야단친다고 해봤자 아직 모르고...		공포
589		제가 성질이 이상한건지ㅠㅠ.		공포
590		근데 제가 딱한번 인사한거 말고는 그날이 처음이라서..ㅠㅠ		공포
591		한번씩 가끔 깜 박거리긴해요..		공포
592		너무 단호해서 어찌할바를 모르겠어요;		공포
593		아님 항상 정해져 있나요?		공포
594		그치만 꼭 말을많이 할 필요는 없는것같아 눈만 봐도알수 있는게 있잖아"이러셨는데 이거 무슨뜻임?		공포
595		도대체 뭘 믿어야 하는건지		공포
596		그럼 남녀구분없이? 화장실을 같이쓰나요? ㅡㅡ;;;		공포
597		나보고 자꾸 가을쿨톤이라는데 도대체 가을쿨톤이 뭔느낌이야		공포
598		그분이 인천에서 부천까지오시는데 한시간 걸리신데서ㄷㄷ;;		공포
599		개인한달 지출금액이 55정도면 많이 쓰는건지 적당히 쓰는건지도통 감이안오네요.		공포
600		왜 충전이 안 되징		공포
601		첨부터 그사람이 어떤사람인지도 모르고  결혼전제로 일단 만날수가 있나요?		공포
602		기분이 묘하내요		공포
603		벌써 4시를 향해가고 있음...		공포
604		근데 엊그제 차단 풀고 친구추가까지 했더라구요.		공포
605		분명 새벽 2시30분부터 9시30분까지 잤는데..		공포
606		아무튼 저도 놀래서 번호주고 급히 나왔어요		공포
607		남녀 관계는 모를 일이다		공포
608		정말 상황이난처합니다 ㅜㅜ		공포
609		주민등록번호 모르는데......		공포
610		원래 다 이런건가요?		공포
611		그리고 지키지못할 약속은 안해야하는거 아닌가요;		공포
612		저만 이래요?		공포
613		저도 진짜 모르겠네요		공포
614		다리만 보게되네문제는 아는 한국여자는 하나도 없다는게 고민0		공포
615		차단확인 어플 쓰고있는데 이제 어떻게 확인해요?		공포
616		제가 테이블을 딱다가 유리종류를깨뜨렸습니다		공포
617		피곤하다 한 날은 한번에 20시간도 자고요		공포
618		이러면서 풀죽어 있는데이건 무슨 경우죠 ?0		공포
619		하면서 계속 정보얻고 떠들으려고그래서 내 노트북도 친오빠아플때준거남친줬다고 구라깠어 실컷 ?? ㅋㅋㅋㅋㅋㅋㅋ		공포
620		어떻게쓰는지 아시는분?		공포
621		21일이 남자친구랑 2주년인데 심리학회 연차학술대회랑 일정이 겹침;		공포
622		모든 남자가 다?그렇다는데, 저는 이말을 어떻게 받아드려야 할까요?		공포
623		찬유 다운받아 보다가 갑자기 뽐뿌가;;		공포
624		세상은 참 아이러니 한것 같음..		공포
625		하지만이주전쯤부터 애정표현, 연락이줄어 어느정도 예상은 했었지만 좀  당황스럽군요		공포
626		이런 경우는 처음이라서요		공포
627		안 보였을텐데요..		공포
628		내가 너보다 위다?		공포
629		플스하면 정말 오타쿠인가요?0		공포
630		제가 못된건가요?		공포
631		내가 해킹을 당했었나 ?? ㅋㅋㅋㅋ		공포
632		여자친구 사귀면 만나서 모해야 할지??		공포
633		먼가 서로 다 알건 다 알고 온 느낌?		공포
634		어떻게 대처해야 하죠??		공포
635		어이없는 이유로 갑자기 헤어졌습니다..		공포
636		내가 톡으로 생일물어봤는데 내가 걔ㅣ생일을 잘몰라서 생일을 틀렸거든?		공포
637		일을 열심히 해서 다 해놨더니 심심해메신저로 대화할 사람 없어?		공포
638		근황주고 받으면서 예전에 카톡프사바꾼거를 거의 다 알더라구요.		공포
639		이상하네요;		공포
640		무엇을 보장해주는지 잘 모르겠어요		공포
641		그럼오히려 근육이 더붙지않나요?..		공포
642		남자들 군대가면 전여친 생각하나요?		공포
643		너무 황당하네요..		공포
644		곧 결혼할 남자친구 집에 인사갈건데뭐 사들고 가야 좋을까요?		공포
645		돈을 훔치려는건 아니구요..		공포
646		남친이 논산에서 월요일날 보냈다는데...		공포
647		왜 커피를 뽑고 먹진않고 가죠 ?		공포
648		지금 톡보내면 칼답입니다...		공포
649		사랑하는 사람 아이갖고 싶은게 정말 미친건가요?		공포
650		어떻게 하면.. 깨무는 버릇을 고칠수 있나요??휴...		공포
651		온라인에서는 피임약 구매못하나요?		공포
652		혹시 미니스톱 알바 해보신분들중 노래 바꾸는법 아시는 분있나요		공포
653		제가 맘충인가요?		공포
654		순간 이모집으로 들어갈뻔했음....ㅋㅋㅋ		공포
655		나라는 존재가 생각이나 날까?		공포
656		원래 어색해서 그런가..		공포
657		승급시험보려면 OPIC이 필요하다고 하는데일때문에 정신이 없다보니 제출기한 3주 남았네요 ㅋ ;;		공포
658		생산직이고 알바고 뭐고 무슨일이든 할려는데 다양한 직종에서 전화가와요 ㅎㅎ		공포
659		억지로 취미를 붙혀봐야 할까요?		공포
660		회계세무쪽을 하라는데 도대체 어떻게하라는건지도 모르겠고 주된업무가 전화받고 명세표치고 전화가 넘 많이와서.		공포
661		실업급여도 요번달이 끝인데뭘 믿고 이러는지;;;;;;;;;;;;;;;;;;;;		공포
662		물론 키도컷지만 예전에비해서 어깨가 너무 넓어졋어요..		공포
663		그때 입금 시켜줄 가능성이있는지...		공포
664		지금 이틀지났는데...		공포
665		제가 회사에 먼저들어오긴했는데 , 언니라고 부르기는 좀 그렇고 ;;		공포
